,,,,,
,,,,,
Penticton,Penticton and Area Access Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,196600.00
Penticton,Penticton Aquatic Association,Community Gaming Grant,Sport,Sports for Youth,16000.00
Penticton,Penticton Art Gallery Society,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",50000.00
Penticton,Penticton Christian School Parent Support Group,PAC,DPAC and PAC,Parent Advisory Councils,1488.00
Penticton,Penticton Curling Club,Capital Project Grant,Sport,Sports - Adult,107000.00
Penticton,Penticton Curling Club,Community Gaming Grant,Sport,Sports - Adult,26000.00
Penticton,Penticton Minor Fastpitch Softball Association,Community Gaming Grant,Sport,Sports for Youth,5500.00
Penticton,Penticton Peach Festival Society,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",11000.00
Penticton,Penticton Recovery Resource Society,Community Gaming Grant,Human and Social Services,Public Health in the Community,5000.00
Penticton,Penticton Safety Village Society,Community Gaming Grant,Public Safety,Enhancement of Public Safety,20000.00
Penticton,Penticton Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,28320.00
Penticton,Pinnacles Football Club Association,Community Gaming Grant,Sport,Sports for Youth,87500.00
Penticton,Playshare Pre-school Society,Community Gaming Grant,Human and Social Services,Community Education,8000.00
Penticton,Princess Margaret Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,11760.00
Penticton,Queen's Park School PAC,PAC,DPAC and PAC,Parent Advisory Councils,5448.00
Penticton,Quota International of Penticton Service Club Society,Community Gaming Grant,Human and Social Services,Community Service Organization,10000.00
Penticton,Scouts Canada- 2nd Penticton Group,Community Gaming Grant,Human and Social Services,Enhancement of Youth,10000.00
Penticton,Shrine Club # 20 - Penticton,Community Gaming Grant,Human and Social Services,Community Service Organization,20000.00
Penticton,Skaha Lake Middle School PAC,PAC,DPAC and PAC,Parent Advisory Councils,10080.00
Penticton,Societe de la petite enfance de L'Ecole Entre Lacs,Community Gaming Grant,Human and Social Services,Community Education,11400.00
Penticton,South Okanagan Kin Club,Community Gaming Grant,Human and Social Services,Community Service Organization,12000.00
Penticton,South Okanagan Learning For Little People Society,Community Gaming Grant,Human and Social Services,Community Education,7000.00
Penticton,South Okanagan Minor Baseball Association,Community Gaming Grant,Sport,Sports for Youth,13500.00
Penticton,South Okanagan Seniors Wellness Society,Community Gaming Grant,Human and Social Services,Public Community Facilities,33000.00
Penticton,South Okanagan Similkameen Brain Injury Society,Community Gaming Grant,Human and Social Services,Public Health in the Community,45000.00
Penticton,South Okanagan Similkameen Mental Wellness Society,Community Gaming Grant,Human and Social Services,Public Health in the Community,10000.00
Penticton,South Okanagan Similkameen Volunteer Centre Society,Community Gaming Grant,Human and Social Services,Community Education,57000.00
Penticton,The Okanagan School of the Arts,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,15000.00
Penticton,Thompson-Okanagan Junior Lacrosse League,Community Gaming Grant,Sport,Sports - Adult,35000.00
Penticton,Uplands Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,7128.00
Penticton,West Bench Elementary School P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,2208.00
Penticton,Wiltse Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,7032.00
Pinantan Lake,Pinantan Elementary School Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,1056.00
Pitt Meadows,Davie Jones Elementary PAC,PAC,DPAC and PAC,Parent Advisory Councils,8568.00
Pitt Meadows,Discovery Playhouse Children's Society,Community Gaming Grant,Human and Social Services,Community Education,21150.00
Pitt Meadows,Edith McDermott Elementary PAC,PAC,DPAC and PAC,Parent Advisory Councils,8520.00
Pitt Meadows,Highland Park Elementary School P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,8064.00
Pitt Meadows,Optimist Junior Interclub Curling League,Community Gaming Grant,Sport,Sports for Youth,18100.00
Pitt Meadows,Pitt Meadows Elementary School - PAC,PAC,DPAC and PAC,Parent Advisory Councils,13464.00
Pitt Meadows,Pitt Meadows Heritage and Museum Society,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",4000.00
Pitt Meadows,Pitt Meadows Paddling Club,Community Gaming Grant,Sport,Sports for Youth,8000.00
Pitt Meadows,Pitt Meadows Secondary School P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,21264.00
Pitt Meadows,West Coast Auto Group Football Club,Community Gaming Grant,Sport,Sports for Youth,100000.00
Port Alberni,Alberni Community and Women's Services Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,58000.00
Port Alberni,Alberni District Fall Fair,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",25000.00
Port Alberni,Alberni District Secondary School Parent Advisory Committee,PAC,DPAC and PAC,Parent Advisory Councils,27120.00
Port Alberni,Alberni Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,8880.00
Port Alberni,Alberni Valley Childcare Society,Community Gaming Grant,Human and Social Services,Community Education,59900.00
Port Alberni,Alberni Valley Citizen Advocacy Society,Community Gaming Grant,Human and Social Services,Public Community Facilities,10250.00
Port Alberni,Alberni Valley Curling Club,Community Gaming Grant,Sport,Sports - Adult,13200.00
Port Alberni,Alberni Valley Drug & Alcohol Prevention Service,Community Gaming Grant,Human and Social Services,Enhancement of Youth,13000.00
Port Alberni,Alberni Valley Hospice Society,Community Gaming Grant,Human and Social Services,Public Health in the Community,60000.00
Port Alberni,Alberni Valley Junior Baseball Association,Community Gaming Grant,Sport,Sports for Youth,8000.00
Port Alberni,Alberni Valley Lions Club,Community Gaming Grant,Human and Social Services,Community Service Organization,24000.00
Port Alberni,Alberni Valley Minor Hockey Association,Community Gaming Grant,Sport,Sports for Youth,50000.00
Port Alberni,Alberni Valley Minor Lacrosse Association,Community Gaming Grant,Sport,Sports for Youth,6000.00
Port Alberni,Alberni Valley Minor Softball Association,Community Gaming Grant,Sport,Sports for Youth,17340.00
Port Alberni,Alberni Valley Rescue Squad,Community Gaming Grant,Public Safety,Enhancement of Public Safety,40000.00
Port Alberni,Alberni Valley Youth Soccer Association,Community Gaming Grant,Sport,Sports for Youth,16200.00
Port Alberni,Canadian Mental Health Association - Port Alberni,Community Gaming Grant,Human and Social Services,Community Service Organization,20000.00
Port Alberni,Comite de Parents Francophones,PAC,DPAC and PAC,Parent Advisory Councils,1008.00
Port Alberni,Community Arts Council of the Alberni Valley,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,15250.00
Port Alberni,District Parent Advisory Council SD #70 - Alberni,DPAC,DPAC and PAC,District Parent Advisory Council,2500.00
Port Alberni,John Howitt Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,5688.00
Port Alberni,John Paul II Catholic School Parents Auxiliary,PAC,DPAC and PAC,Parent Advisory Councils,3144.00
Port Alberni,Kinsmen Club of Port Alberni,Community Gaming Grant,Human and Social Services,Community Service Organization,18000.00
Port Alberni,Kuu-Us Crisis Line Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,75000.00
Port Alberni,Literacy Alberni Society,Community Gaming Grant,Human and Social Services,Community Education,11500.00
Port Alberni,Maquinna Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,7776.00
Port Alberni,Mount Arrowsmith Skating Club,Community Gaming Grant,Sport,Sports for Youth,26000.00
Port Alberni,Neill Elementary School Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,7776.00
Port Alberni,Port Alberni Aquatic Club (Winter Section),Community Gaming Grant,Sport,Sports for Youth,20000.00
Port Alberni,Port Alberni Association for Community Living,Community Gaming Grant,Human and Social Services,Public Health in the Community,45000.00
Port Alberni,Port Alberni Black Sheep Rugby Union Football Club,Community Gaming Grant,Sport,Sports - Adult,2000.00
Port Alberni,Port Alberni Family Guidance Association,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,76600.00
Port Alberni,Port Alberni Friendship Center,Community Gaming Grant,Human and Social Services,Public Community Facilities,100000.00
Port Alberni,Port Alberni Gymnasium Association,Community Gaming Grant,Sport,Sports for Youth,33000.00
Port Alberni,Port Alberni Junior Hockey Society,Community Gaming Grant,Sport,Sports for Youth,15000.00
Port Alberni,Port Alberni Marine Rescue Society,Community Gaming Grant,Public Safety,Enhancement of Public Safety,20000.00
Port Alberni,Port Alberni Shelter Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,75000.00
Port Alberni,Portal Players Dramatic Society,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,11000.00
Port Alberni,The Port Alberni Maritime Heritage Society,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",29000.00
Port Alberni,Vancouver Island Youth Dance Theatre Association,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,20000.00
Port Alberni,VAST/Project Alternate School Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,11400.00
Port Alberni,Western Vancouver Island Industrial Heritage Society,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",29000.00
Port Alberni,Wholesome Meals on Wheels Association of Port Alberni,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,19800.00
Port Alberni,Wood School PAC,PAC,DPAC and PAC,Parent Advisory Councils,5184.00
Port Alice,Port Alice Marine Rescue Society,Community Gaming Grant,Public Safety,Enhancement of Public Safety,20000.00
Port Alice,Sea View Elementary Junior Secondary P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,936.00
Port Clements,Port Clements Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,840.00
Port Clements,Port Clements Historical Society,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",9500.00
Port Coquitlam,2893 Royal Canadian Army Cadets Corps Parent Committee,Community Gaming Grant,Human and Social Services,Enhancement of Youth,8500.00
Port Coquitlam,Archbishop Carney Regional Secondary PAC,PAC,DPAC and PAC,Parent Advisory Councils,14520.00
Port Coquitlam,Association of Port Coquitlam FC,Community Gaming Grant,Sport,Sports for Youth,100000.00
Port Coquitlam,Birchland Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,4752.00
Port Coquitlam,Blakeburn Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,9288.00
Port Coquitlam,Castle Park Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,7776.00
Port Coquitlam,CDMF Performing Arts Festival Society,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,7500.00
Port Coquitlam,Cedar Drive Parents Association,PAC,DPAC and PAC,Parent Advisory Councils,6936.00
Port Coquitlam,Cedar Drive Preschool Society,Community Gaming Grant,Human and Social Services,Community Education,21350.00
Port Coquitlam,Central Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,7656.00
Port Coquitlam,Citadel Middle School PAC,PAC,DPAC and PAC,Parent Advisory Councils,9984.00
Port Coquitlam,Coquitlam Ducks Volleyball Club,Community Gaming Grant,Sport,Sports for Youth,22500.00
Port Coquitlam,Coquitlam River Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,6768.00
Port Coquitlam,Crossroads Hospice Society,Community Gaming Grant,Human and Social Services,Public Health in the Community,36000.00
Port Coquitlam,Ecole Maple Creek Middle School P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,13704.00
Port Coquitlam,Gallery Singers Society,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,6000.00
Port Coquitlam,Hazel Trembath Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,4248.00
Port Coquitlam,Irvine Elementary School Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,9912.00
Port Coquitlam,James Park Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,7872.00
Port Coquitlam,Kiddies Korner Preschool Society,Community Gaming Grant,Human and Social Services,Community Education,6550.00
Port Coquitlam,Kilmer Elementary School Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,7392.00
Port Coquitlam,Kwayhquitlum Middle School PAC,PAC,DPAC and PAC,Parent Advisory Councils,16656.00
Port Coquitlam,La Societe D'Education Gareau,PAC,DPAC and PAC,Parent Advisory Councils,15408.00
Port Coquitlam,La Societe Pre-maternelle Les P'tits Lutins,Community Gaming Grant,Human and Social Services,Community Education,20000.00
Port Coquitlam,Mary Hill Elementary School Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,7680.00
Port Coquitlam,Minnekhada Middle School P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,10392.00
Port Coquitlam,Our Lady of the Assumption School - PAC,PAC,DPAC and PAC,Parent Advisory Councils,5880.00
Port Coquitlam,Pitt River Community School P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,11496.00
Port Coquitlam,POCO Port Coquitlam Minor Baseball Association,Community Gaming Grant,Sport,Sports for Youth,20250.00
Port Coquitlam,Port Coquitlam Daycare Society,Community Gaming Grant,Human and Social Services,Community Education,20750.00
Port Coquitlam,Port Coquitlam Figure Skating Club,Community Gaming Grant,Sport,Sports for Youth,17000.00
Port Coquitlam,Port Coquitlam Marlins Summer Swim Club,Community Gaming Grant,Sport,Sports for Youth,22000.00
Port Coquitlam,Port Coquitlam Minor Hockey Association,Community Gaming Grant,Sport,Sports for Youth,90000.00
Port Coquitlam,Port Coquitlam Minor Lacrosse Association,Community Gaming Grant,Sport,Sports for Youth,41000.00
Port Coquitlam,Port Coquitlam Minor Softball Association,Community Gaming Grant,Sport,Sports for Youth,10920.00
Port Coquitlam,Port Coquitlam Royal Purple Lodge #10,Community Gaming Grant,Human and Social Services,Community Service Organization,9000.00
Port Coquitlam,Port Coquitlam/Ridge Meadows Ringette Association,Community Gaming Grant,Sport,Sports for Youth,35000.00
Port Coquitlam,Riverside Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,33456.00
Port Coquitlam,Rotary Club of Port Coquitlam Centennial,Community Gaming Grant,Human and Social Services,Community Service Organization,26000.00
Port Coquitlam,Scouts Canada - 13th Burnaby Ismaili Scout Group,Community Gaming Grant,Human and Social Services,Enhancement of Youth,10900.00
Port Coquitlam,Scouts Canada - 18th Seymour,Community Gaming Grant,Human and Social Services,Enhancement of Youth,19550.00
Port Coquitlam,Scouts Canada - 1st Port Coquitlam,Community Gaming Grant,Human and Social Services,Enhancement of Youth,4000.00
Port Coquitlam,Scouts Canada - 9th Port Coquitlam Group,Community Gaming Grant,Human and Social Services,Enhancement of Youth,4200.00
Port Coquitlam,Terry Fox Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,38016.00
Port Coquitlam,The Air Cadet League of Canada 777 Neptune Squadron Sponsoring Committee,Community Gaming Grant,Human and Social Services,Enhancement of Youth,15100.00
Port Coquitlam,The BC Confederation of Parent Advisory Councils,Community Gaming Grant,Human and Social Services,Community Education,21000.00
Port Coquitlam,The Coquitlam Lions Water Polo Association,Community Gaming Grant,Sport,Sports for Youth,18000.00
Port Coquitlam,The Westcoast Harmony Chorus of Sweet Adelines International,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,8000.00
Port Coquitlam,Tri Cities Female Ice Hockey Association,Community Gaming Grant,Sport,Sports for Youth,40000.00
Port Coquitlam,Tri-City Minor Softball Association,Community Gaming Grant,Sport,Sports for Youth,7000.00
Port Coquitlam,Tri-City Transitions Society,Community Gaming Grant,Human and Social Services,Community Service Organization,29000.00
Port Coquitlam,Triumph Street Pipe Band Society,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,14800.00
Port Coquitlam,Westwood Elementary School P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,4848.00
Port Edward,Port Edward Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,312.00
Port Hardy,District Parent Advisory Council SD #85 - Port Hardy,DPAC,DPAC and PAC,District Parent Advisory Council,2500.00
Port Hardy,Eagle View Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,6072.00
Port Hardy,Grassroots Garden Society,Community Gaming Grant,Human and Social Services,Community Education,6500.00
Port Hardy,North Island Early Child Development Society,Community Gaming Grant,Human and Social Services,Enhancement of Youth,31200.00
Port Hardy,Port Hardy Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,6552.00
Port Mcneill,North Island Community Services Society,Community Gaming Grant,Human and Social Services,Public Community Facilities,14000.00
Port Mcneill,North Island Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,6984.00
Port Mcneill,Port McNeill Elementary Schools PAC,PAC,DPAC and PAC,Parent Advisory Councils,6552.00
Port Mcneill,Tri Port Minor Hockey Association,Community Gaming Grant,Sport,Sports for Youth,5200.00
Port Moody,754 Phoenix Squadron Sponsoring Committee,Community Gaming Grant,Human and Social Services,Enhancement of Youth,16000.00
Port Moody,Aspenwood Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,11496.00
Port Moody,Camp Jubilee Society,Community Gaming Grant,Human and Social Services,Enhancement of Youth,49000.00
Port Moody,Coast Wrestling Society,Community Gaming Grant,Sport,Sports for Youth,20000.00
Port Moody,Creative Dance Association,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,14000.00
Port Moody,Creative Problem Solving Society,Community Gaming Grant,Human and Social Services,Enhancement of Youth,69000.00
Port Moody,DreamRider Productions Society,Capital Project Grant,Arts and Culture,Youth Arts and Culture,25000.00
Port Moody,DreamRider Productions Society,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,65000.00
Port Moody,Glenayre Elementary P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,9984.00
Port Moody,Heritage Mountain Elementary PAC,PAC,DPAC and PAC,Parent Advisory Councils,8616.00
Port Moody,Heritage Woods Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,32304.00
Port Moody,Inlet Rowing Club,Community Gaming Grant,Sport,Sports for Youth,10000.00
Port Moody,Inlet Skating Club of Port Moody,Community Gaming Grant,Sport,Sports for Youth,61700.00
Port Moody,Moody Elementary School Parent Volunteer Group,PAC,DPAC and PAC,Parent Advisory Councils,4944.00
Port Moody,Moody Middle School Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,7344.00
Port Moody,Mountain Meadows Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,5352.00
Port Moody,Pleasantside Elementary School Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,4032.00
Port Moody,Port Coquitlam Speed Skating Club,Community Gaming Grant,Sport,Sports for Youth,9200.00
Port Moody,Port Moody Amateur Hockey Association,Community Gaming Grant,Sport,Sports for Youth,77350.00
Port Moody,Port Moody Aquarians Swim Club,Community Gaming Grant,Sport,Sports for Youth,27000.00
Port Moody,Port Moody Arts Centre Society,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,32000.00
Port Moody,Port Moody Curling Club,Community Gaming Grant,Sport,Sports - Adult,3500.00
Port Moody,Port Moody Golden Spike Days Society,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",20000.00
Port Moody,Port Moody Heritage Society,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",28000.00
Port Moody,Port Moody Lacrosse Association,Community Gaming Grant,Sport,Sports for Youth,20000.00
Port Moody,Port Moody Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,29088.00
Port Moody,Port Moody Soccer Club,Community Gaming Grant,Sport,Sports for Youth,68800.00
Port Moody,RSBC Rivershed Society of British Columbia,Community Gaming Grant,Environment,Conservation of the Environment,25000.00
Port Moody,Seaview Community Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,5208.00
Port Moody,Tri-City Minor Ball Hockey Association,Community Gaming Grant,Sport,Sports for Youth,22860.00
Port Moody,Yarilo Contemporary Music Society,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,4000.00
Powell River,22 Red Knight Squadron Parent Sponsoring Committee,Community Gaming Grant,Human and Social Services,Enhancement of Youth,2600.00
Powell River,Alano Club of Powell River,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,25000.00
Powell River,Association Parents Ecole Cote Du Soleil,PAC,DPAC and PAC,Parent Advisory Councils,3024.00
Powell River,Assumption School Parent Support Group,PAC,DPAC and PAC,Parent Advisory Councils,3336.00
Powell River,Brooks Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,18888.00
Powell River,Friends of Film Society of Powell River,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,14000.00
Powell River,Henderson Elementary School Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,2040.00
Powell River,James Thomson Elementary School P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,6672.00
Powell River,Kelly Creek Community School PAC,PAC,DPAC and PAC,Parent Advisory Councils,2664.00
Powell River,Kiwanis Club of Powell River,Community Gaming Grant,Human and Social Services,Community Service Organization,25000.00
Powell River,Le Club Bon Accueil,Community Gaming Grant,Human and Social Services,Community Education,6000.00
Powell River,Malaspina Art Society,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,5000.00
Powell River,Pacific Region International Summer Music Academy Association,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,25000.00
Powell River,Partners in Education PAC,PAC,DPAC and PAC,Parent Advisory Councils,6336.00
Powell River,Powell River Academy of Music,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,30000.00
Powell River,Powell River Action Centre Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,22000.00
Powell River,Powell River Aquatic Club,Community Gaming Grant,Sport,Sports for Youth,12100.00
Powell River,Powell River Brain Injury Society,Community Gaming Grant,Human and Social Services,Public Health in the Community,36000.00
Powell River,"Powell River Child, Youth and Family Services Society",Community Gaming Grant,Human and Social Services,Enhancement of Youth,70000.00
Powell River,Powell River Curling Club,Capital Project Grant,Sport,Sports - Adult,173705.00
Powell River,Powell River Gymnastics Society,Community Gaming Grant,Sport,Sports for Youth,38000.00
Powell River,Powell River Historical Museum & Archives Association,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",27000.00
Powell River,Powell River Kings Hockey Club Society,Community Gaming Grant,Sport,Sports for Youth,15000.00
Powell River,Powell River Minor Hockey Association,Community Gaming Grant,Sport,Sports for Youth,55000.00
Powell River,Powell River Orphaned Wildlife Society,Community Gaming Grant,Environment,Conservation of the Environment,11000.00
Powell River,Powell River Skating Club,Community Gaming Grant,Sport,Sports for Youth,20000.00
Powell River,Powell River Therapeutic Riding Association,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,40000.00
Powell River,Powell River Volleyball Club,Community Gaming Grant,Sport,Sports - Adult,5600.00
Powell River,Powell River Yacht Club,Community Gaming Grant,Sport,Sports for Youth,5250.00
Powell River,Powell River Youth Soccer Association,Community Gaming Grant,Sport,Sports for Youth,29800.00
Powell River,Royal Canadian Legion Branch #164 - Powell River,Community Gaming Grant,Human and Social Services,Community Service Organization,10000.00
Powell River,Senior Citizens Association of BC Branch #49,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,25000.00
Powell River,The British Columbia Search Dog Association,Community Gaming Grant,Public Safety,Enhancement of Public Safety,22700.00
Powell River,Townsite Heritage Society of Powell River,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,20000.00
Powell River,Westview Elementary P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,7968.00
Powell River,Wild Ocean Whale Society,Community Gaming Grant,Environment,Conservation of the Environment,7500.00
Prespatou,Prespatou P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,7968.00
Prince George,Active Support Against Poverty Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,33800.00
Prince George,AiMHi Prince George Association for Community Living,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,29000.00
Prince George,Alban Classical Artists Society,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,5000.00
Prince George,Association De Parents Du Programme Francophone De Prince George,PAC,DPAC and PAC,Parent Advisory Councils,3360.00
Prince George,B.C. Seniors Games Society - Zone 9 North Central,Community Gaming Grant,Sport,Sports - Adult,12700.00
Prince George,BC Schizophrenia Society - Prince George Branch,Capital Project Grant,Human and Social Services,Disadvantage Distress Poverty,25729.00
Prince George,BC Schizophrenia Society - Prince George Branch,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,28750.00
Prince George,Beaverly Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,5112.00
Prince George,Bel Canto Choirs Association,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,10000.00
Prince George,Big Brothers and Big Sisters of Prince George,Community Gaming Grant,Human and Social Services,Enhancement of Youth,97000.00
Prince George,Blackburn Community Association,Community Gaming Grant,Human and Social Services,Public Community Facilities,15000.00
Prince George,Blackburn Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,5904.00
Prince George,Boxing B.C. Association,Community Gaming Grant,Sport,Sports for Youth,10300.00
Prince George,British Columbia New Hope Recovery Society,Community Gaming Grant,Human and Social Services,Public Health in the Community,175000.00
Prince George,Buckhorn Elementary P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,3096.00
Prince George,C.N.I.B. - Northern BC Region,Community Gaming Grant,Human and Social Services,Public Health in the Community,100000.00
Prince George,Caledonia Nordic Ski Club,Community Gaming Grant,Sport,Sports for Youth,27000.00
Prince George,Camp Morice Society,Community Gaming Grant,Human and Social Services,Enhancement of Youth,30000.00
Prince George,Canadian Mental Health Association - Prince George Branch,Community Gaming Grant,Human and Social Services,Public Health in the Community,100000.00
Prince George,Canadian Royal Purple Society Prince George Lodge #48,Community Gaming Grant,Human and Social Services,Community Service Organization,10000.00
Prince George,Cariboo Ferndale Community Association,Community Gaming Grant,Human and Social Services,Public Community Facilities,3000.00
Prince George,Carney Hill Neighbourhood Centre Society,Capital Project Grant,Human and Social Services,Disadvantage Distress Poverty,25000.00
Prince George,Carney Hill Neighbourhood Centre Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,32500.00
Prince George,Central British Columbia Railway and Forest Industry Museum Society,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",30000.00
Prince George,Centre For Learning Alternatives PAC,PAC,DPAC and PAC,Parent Advisory Councils,17160.00
Prince George,Child Development Centre of Prince George & District,Community Gaming Grant,Human and Social Services,Community Education,81400.00
Prince George,College Heights Community Association,Community Gaming Grant,Human and Social Services,Community Education,47500.00
Prince George,College Heights Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,8520.00
Prince George,College Heights Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,22344.00
Prince George,Community Arts Council of Prince George and District,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,20275.00
Prince George,Connaught Youth Centre Society,Community Gaming Grant,Human and Social Services,Enhancement of Youth,26000.00
Prince George,"Crisis Prevention, Intervention and Information Centre for Northern BC",Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,40000.00
Prince George,DP Todd Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,15360.00
Prince George,Duchess Park Secondary School P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,24720.00
Prince George,Ecole Heather Park Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,13176.00
Prince George,Edgewood Elementary Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,4776.00
Prince George,Elder Citizens Recreation Association,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,53700.00
Prince George,Engage Sport North Society,Community Gaming Grant,Human and Social Services,Community Education,65000.00
Prince George,Foothills Elementary Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,7080.00
Prince George,Fraser - Fort George Museum Society,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",87000.00
Prince George,Fraser Lyric Opera Society,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,2500.00
Prince George,Glenview Elementary PAC,PAC,DPAC and PAC,Parent Advisory Councils,6000.00
